STATE,DISTRICT,STATION,LAT,LON,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Punjab,Ludhiana,Ludhiyana Amfu,30.55,75.51,23.2,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.950000000000045,Zone 3,52.23,Zone 5,24.26,Zone 3,47.42,Zone 5,30.17,Zone 4,59.77,Zone 5,36.02,Zone 4,62.5,Zone 5,52.23,Zone 5,64.63,Zone 5
Punjab,Mohali,Mohali,30.79,76.81,26.1,2026-09-17,03:15:00,83.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.55000000000001,Zone 4,58.84,Zone 5,27.67,Zone 4,54.6,Zone 5,34.02,Zone 4,61.27,Zone 5,42.06,Zone 5,63.81,Zone 5,58.84,Zone 5,65.78,Zone 5
Punjab,Muktsar,Muktsar,30.45,74.51,23.1,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.850000000000023,Zone 3,52.23,Zone 5,24.26,Zone 3,47.42,Zone 5,30.17,Zone 4,59.77,Zone 5,36.02,Zone 4,62.5,Zone 5,52.23,Zone 5,64.63,Zone 5
Punjab,Pathankot,Kvk Pathankot,32.3217,75.6622,21.2,2026-09-17,03:15:00,75.0,2026-09-16,03:15:00,2026-09-17 03:34:05,21.75,Zone 3,34.99,Zone 4,20.82,Zone 3,34.04,Zone 4,25.93,Zone 4,38.35,Zone 4,30.59,Zone 4,49.73,Zone 5,34.99,Zone 4,59.44,Zone 5
Punjab,Pathankot,Thein Dam,32.4409,75.7575,20.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,21.950000000000045,Zone 3,36.83,Zone 5,21.41,Zone 3,35.41,Zone 4,26.35,Zone 4,48.28,Zone 5,31.64,Zone 4,59.46,Zone 5,36.83,Zone 5,61.94,Zone 5
Punjab,Patiala,Rauni,30.3333,76.27,25.2,2026-09-17,03:15:00,96.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.05000000000001,Zone 4,60.08,Zone 5,26.91,Zone 4,58.8,Zone 5,33.78,Zone 4,62.24,Zone 5,47.28,Zone 5,64.65,Zone 5,60.08,Zone 5,66.52,Zone 5
Punjab,Rupnagar,Bhakra Dam Imdnagal,31.387,76.3783,24.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.05000000000001,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Punjab,Rupnagar,Sri Anadpur Sahib Imdjindwadi,31.289,76.4159,15.5,2026-09-17,03:15:00,97.0,2026-09-16,03:15:00,2026-09-17 03:34:05,15.75,Zone 3,29.44,Zone 4,14.82,Zone 3,28.67,Zone 4,21.76,Zone 3,32.84,Zone 4,25.21,Zone 3,36.8,Zone 4,29.44,Zone 4,48.23,Zone 5
Punjab,Sangrur,Sangrur,30.12,75.89,24.8,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.55000000000001,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Rajasthan,Ajmer,Ajmer,26.42,74.62,27.2,2026-09-17,03:15:00,81.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.350000000000023,Zone 4,60.16,Zone 5,29.28,Zone 4,59.04,Zone 5,35.78,Zone 4,62.31,Zone 5,47.68,Zone 5,64.72,Zone 5,60.16,Zone 5,66.58,Zone 5
Rajasthan,Ajmer,Central University Kishangarh,26.6237,75.0219,27.3,2026-09-17,03:15:00,83.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.75,Zone 4,61.46,Zone 5,30.49,Zone 4,60.37,Zone 5,37.31,Zone 4,63.45,Zone 5,54.03,Zone 5,65.7,Zone 5,61.46,Zone 5,67.44,Zone 5
Rajasthan,Bikaner,Chattargarh,28.66,73.12,25.6,2026-09-17,03:15:00,77.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.25,Zone 4,50.46,Zone 5,26.44,Zone 4,45.69,Zone 5,32.34,Zone 4,59.4,Zone 5,37.72,Zone 4,62.18,Zone 5,50.46,Zone 5,64.35,Zone 5
Rajasthan,Chittaurgarh,Chittorgarh Kvk,24.8462,74.5828,24.4,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Rajasthan,Churu,Churu,28.28,75.12,26.2,2026-09-17,03:15:00,80.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.450000000000045,Zone 4,56.38,Zone 5,27.44,Zone 4,51.84,Zone 5,33.61,Zone 4,60.69,Zone 5,39.25,Zone 4,63.3,Zone 5,56.38,Zone 5,65.33,Zone 5
Rajasthan,Jaipur,Amity University,26.8207,75.8175,26.8,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.650000000000034,Zone 4,60.39,Zone 5,29.39,Zone 4,59.28,Zone 5,35.96,Zone 4,62.52,Zone 5,48.82,Zone 5,64.89,Zone 5,60.39,Zone 5,66.73,Zone 5
Rajasthan,Jaisalmer,Jaisalmer,26.9,70.9167,24.4,2026-09-17,03:15:00,68.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.05000000000001,Zone 3,39.4,Zone 4,24.68,Zone 3,38.27,Zone 4,29.96,Zone 4,48.49,Zone 5,34.82,Zone 4,59.5,Zone 5,39.4,Zone 4,61.98,Zone 5
Rajasthan,Jhunjhunu,Jhunjhunu(Aws),28.2,75.23,26.7,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.850000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Rajasthan,Jhunjhunu,Pilani,28.3333,75.58,23.9,2026-09-17,03:15:00,51.0,2026-09-16,03:15:00,2026-09-17 03:34:05,23.75,Zone 3,36.54,Zone 4,23.25,Zone 3,35.7,Zone 4,28.21,Zone 4,39.67,Zone 4,32.5,Zone 4,47.41,Zone 5,36.54,Zone 4,58.75,Zone 5
Rajasthan,Jodhpur,Jodhpur,26.3,73.0167,29.1,2026-09-17,03:15:00,81.0,2026-09-16,03:15:00,2026-09-17 03:34:05,34.55000000000001,Zone 4,63.5,Zone 5,33.56,Zone 4,62.47,Zone 5,43.85,Zone 5,65.24,Zone 5,60.12,Zone 5,67.25,Zone 5,63.5,Zone 5,68.8,Zone 5
Rajasthan,Karauli,Karauli Kvk,26.777,77.0691,26.6,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Rajasthan,Nagaur,Krishi Vishwavidhyalaya,27.2315,73.689,26.3,2026-09-17,03:15:00,64.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.350000000000023,Zone 4,44.37,Zone 5,27.05,Zone 4,40.91,Zone 4,32.49,Zone 4,55.73,Zone 5,37.45,Zone 4,61.06,Zone 5,44.37,Zone 5,63.36,Zone 5
Rajasthan,Pratapgarh,Pratapgarh,24.0379,74.7635,24.0,2026-09-17,03:15:00,12.0,2026-09-16,03:15:00,2026-09-17 03:34:05,21.55000000000001,Zone 3,33.12,Zone 4,20.7,Zone 3,32.7,Zone 4,26.38,Zone 4,35.88,Zone 4,29.86,Zone 4,38.88,Zone 4,33.12,Zone 4,41.78,Zone 4
Rajasthan,Sirohi,Mount Abu,24.5869,72.7036,19.9,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,21.350000000000023,Zone 3,35.7,Zone 4,20.75,Zone 3,34.52,Zone 4,25.64,Zone 4,44.78,Zone 5,30.8,Zone 4,57.91,Zone 5,35.7,Zone 4,61.27,Zone 5
Rajasthan,Sirohi,Sirohi Kvk,24.9519,72.8815,19.1,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,19.950000000000045,Zone 3,33.44,Zone 4,19.06,Zone 3,32.47,Zone 4,24.5,Zone 3,36.91,Zone 4,28.92,Zone 4,48.52,Zone 5,33.44,Zone 4,59.18,Zone 5
Rajasthan,Sri Ganganagar,Gharsana,29.02,73.07,25.6,2026-09-17,02:45:00,78.0,2026-09-16,02:45:00,2026-09-17 03:34:05,27.25,Zone 4,51.38,Zone 5,26.5,Zone 4,46.61,Zone 5,32.46,Zone 4,59.6,Zone 5,37.88,Zone 4,62.35,Zone 5,51.38,Zone 5,64.5,Zone 5
Sikkim,Gangtok,Gangtok,27.3314,88.6138,17.4,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,18.350000000000023,Zone 3,32.06,Zone 4,17.61,Zone 3,31.1,Zone 4,23.53,Zone 3,35.57,Zone 4,27.51,Zone 4,46.16,Zone 5,32.06,Zone 4,57.8,Zone 5
Sikkim,Namchi,Namchi,27.1642,88.3964,19.5,2026-09-17,03:15:00,94.0,2026-09-16,03:15:00,2026-09-17 03:34:05,20.650000000000034,Zone 3,34.47,Zone 4,19.89,Zone 3,33.41,Zone 4,24.99,Zone 3,39.42,Zone 5,29.78,Zone 4,53.07,Zone 5,34.47,Zone 4,60.16,Zone 5
Sikkim,Soreng,Soreng,27.1687,88.2044,18.1,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,19.150000000000034,Zone 3,32.74,Zone 4,18.26,Zone 3,31.74,Zone 4,23.94,Zone 3,36.28,Zone 4,28.13,Zone 4,48.64,Zone 5,32.74,Zone 4,59.21,Zone 5
Tamil Nadu,Ariyalur,Ariyalur,11.136,79.076,26.0,2026-09-17,03:15:00,85.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.55000000000001,Zone 4,59.41,Zone 5,27.84,Zone 4,56.35,Zone 5,34.31,Zone 4,61.66,Zone 5,44.1,Zone 5,64.15,Zone 5,59.41,Zone 5,66.08,Zone 5
Tamil Nadu,Chengalpattu,Mahabalipuram,12.6336,80.1976,29.2,2026-09-17,03:15:00,87.0,2026-09-16,03:15:00,2026-09-17 03:34:05,36.25,Zone 4,64.99,Zone 5,34.82,Zone 4,64.0,Zone 5,52.71,Zone 5,66.53,Zone 5,61.89,Zone 5,68.37,Zone 5,64.99,Zone 5,70.48,Zone 6
Tamil Nadu,Chengalpattu,New Chennai Township Private L,12.3808,80.0578,27.5,2026-09-17,03:15:00,92.0,2026-09-16,03:15:00,2026-09-17 03:34:05,32.55000000000001,Zone 4,63.55,Zone 5,31.78,Zone 4,62.52,Zone 5,44.13,Zone 5,65.28,Zone 5,60.17,Zone 5,67.29,Zone 5,63.55,Zone 5,68.83,Zone 5
Tamil Nadu,Chengalpattu,Vit Chennai,12.8406,80.1534,27.6,2026-09-17,03:15:00,93.0,2026-09-16,03:15:00,2026-09-17 03:34:05,33.05000000000001,Zone 4,63.78,Zone 5,31.94,Zone 4,62.75,Zone 5,45.46,Zone 5,65.48,Zone 5,60.45,Zone 5,67.46,Zone 5,63.78,Zone 5,68.98,Zone 5
Tamil Nadu,Chengalpattu,West Tambaram Sit,12.959,80.05,27.8,2026-09-17,03:15:00,92.0,2026-09-16,03:15:00,2026-09-17 03:34:05,33.35000000000002,Zone 4,64.43,Zone 5,33.08,Zone 4,63.42,Zone 5,49.35,Zone 5,66.04,Zone 5,61.22,Zone 5,67.95,Zone 5,64.43,Zone 5,69.5,Zone 6
Tamil Nadu,Chennai,Chennai,13.075,80.2633,28.5,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,41.450000000000045,Zone 5,66.94,Zone 5,38.5,Zone 5,66.03,Zone 5,60.25,Zone 5,68.25,Zone 5,64.23,Zone 5,70.54,Zone 6,66.94,Zone 5,73.99,Zone 6
Tamil Nadu,Chennai,Ennore Port,13.2567,80.3467,28.8,2026-09-17,03:15:00,77.0,2026-09-16,03:15:00,2026-09-17 03:34:05,33.150000000000034,Zone 4,62.5,Zone 5,32.83,Zone 4,61.44,Zone 5,39.67,Zone 4,64.36,Zone 5,58.67,Zone 5,66.49,Zone 5,62.5,Zone 5,68.13,Zone 5
Tamil Nadu,Chennai,Meenambakkam Isro,12.99,80.1983,27.0,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.25,Zone 4,62.45,Zone 5,30.46,Zone 4,61.39,Zone 5,38.27,Zone 5,64.32,Zone 5,58.5,Zone 5,66.45,Zone 5,62.45,Zone 5,68.1,Zone 5
Tamil Nadu,Chennai,Niot Pallikaranai,12.953,80.035,27.1,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.25,Zone 4,60.39,Zone 5,29.39,Zone 4,59.28,Zone 5,35.96,Zone 4,62.52,Zone 5,48.82,Zone 5,64.89,Zone 5,60.39,Zone 5,66.73,Zone 5
Tamil Nadu,Coimbatore,Coimbatore Amfu,11.0133,76.9383,23.3,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.75,Zone 3,48.42,Zone 5,24.46,Zone 3,43.69,Zone 5,30.25,Zone 4,58.87,Zone 5,35.81,Zone 4,61.81,Zone 5,48.42,Zone 5,64.02,Zone 5
Tamil Nadu,Coimbatore,P N Palayam,11.15,76.94,23.2,2026-09-17,03:15:00,95.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.850000000000023,Zone 3,49.05,Zone 5,24.1,Zone 3,44.28,Zone 5,29.84,Zone 4,59.1,Zone 5,35.5,Zone 4,61.92,Zone 5,49.05,Zone 5,64.12,Zone 5
Tamil Nadu,Coimbatore,Upasi Tea Research Foundation,10.2682,76.9682,19.1,2026-09-17,03:15:00,52.0,2026-09-16,03:15:00,2026-09-17 03:34:05,18.05000000000001,Zone 3,31.12,Zone 4,16.97,Zone 3,30.52,Zone 4,23.49,Zone 3,34.23,Zone 4,27.31,Zone 4,37.73,Zone 4,31.12,Zone 4,42.02,Zone 5
Tamil Nadu,Cuddalore,Neyveli,11.62,79.545,27.6,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,34.25,Zone 4,65.13,Zone 5,33.02,Zone 4,64.15,Zone 5,53.59,Zone 5,66.66,Zone 5,62.07,Zone 5,68.48,Zone 5,65.13,Zone 5,70.74,Zone 6
Tamil Nadu,Cuddalore,Vridha Chalam,11.51,79.33,26.6,2026-09-17,03:15:00,76.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.75,Zone 4,55.96,Zone 5,27.94,Zone 4,51.38,Zone 5,34.0,Zone 4,60.59,Zone 5,39.53,Zone 4,63.22,Zone 5,55.96,Zone 5,65.26,Zone 5
Tamil Nadu,Dharmapuri,Palacode,12.29,78.07,22.7,2026-09-17,03:15:00,90.0,2026-09-16,03:15:00,2026-09-17 03:34:05,24.05000000000001,Zone 3,41.88,Zone 5,23.34,Zone 3,37.75,Zone 4,28.67,Zone 4,53.49,Zone 5,34.02,Zone 4,60.56,Zone 5,41.88,Zone 5,62.92,Zone 5
Tamil Nadu,Dindigul,Palani,10.4556,77.523,24.7,2026-09-17,03:15:00,69.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.450000000000045,Zone 4,39.55,Zone 4,24.72,Zone 3,38.41,Zone 4,30.04,Zone 4,49.28,Zone 5,34.93,Zone 4,59.67,Zone 5,39.55,Zone 4,62.13,Zone 5
Tamil Nadu,Dindigul,Vedasandur,10.5367,77.965,26.8,2026-09-17,03:15:00,65.0,2026-09-16,03:15:00,2026-09-17 03:34:05,28.150000000000034,Zone 4,48.42,Zone 5,27.84,Zone 4,43.75,Zone 5,33.4,Zone 4,58.9,Zone 5,38.48,Zone 4,61.82,Zone 5,48.42,Zone 5,64.02,Zone 5
Tamil Nadu,Kallakurichi,Kallakurichi,11.7333,78.95,27.8,2026-09-17,03:15:00,69.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.05000000000001,Zone 4,58.46,Zone 5,29.79,Zone 4,54.2,Zone 5,35.75,Zone 4,61.19,Zone 5,41.59,Zone 5,63.74,Zone 5,58.46,Zone 5,65.71,Zone 5
Tamil Nadu,Kallakurichi,Kallakurichi(Taluk Office),11.7409,78.9651,27.1,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.25,Zone 4,60.39,Zone 5,29.39,Zone 4,59.28,Zone 5,35.96,Zone 4,62.52,Zone 5,48.82,Zone 5,64.89,Zone 5,60.39,Zone 5,66.73,Zone 5
Tamil Nadu,Kallakurichi,Thirukoilur,11.95,79.1833,27.1,2026-09-17,03:15:00,84.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.55000000000001,Zone 4,60.85,Zone 5,29.61,Zone 4,59.75,Zone 5,36.33,Zone 4,62.92,Zone 5,51.1,Zone 5,65.25,Zone 5,60.85,Zone 5,67.04,Zone 5
Tamil Nadu,Kanchipuram,Acs Medical College,13.068,80.2469,29.1,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,37.05000000000001,Zone 4,65.95,Zone 5,35.81,Zone 4,65.01,Zone 5,58.22,Zone 5,67.38,Zone 5,63.05,Zone 5,69.11,Zone 5,65.95,Zone 5,72.21,Zone 6
Tamil Nadu,Kanchipuram,Chembarambakkam,13.0,80.0833,27.8,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,33.150000000000034,Zone 4,64.2,Zone 5,32.89,Zone 4,63.18,Zone 5,47.94,Zone 5,65.84,Zone 5,60.94,Zone 5,67.77,Zone 5,64.2,Zone 5,69.26,Zone 5
Tamil Nadu,Kanchipuram,Hindustan University,12.8013,80.2237,29.0,2026-09-17,03:15:00,92.0,2026-09-16,03:15:00,2026-09-17 03:34:05,36.950000000000045,Zone 4,66.19,Zone 5,36.07,Zone 4,65.26,Zone 5,59.14,Zone 5,67.6,Zone 5,63.34,Zone 5,69.29,Zone 5,66.19,Zone 5,72.64,Zone 6
Tamil Nadu,Kanchipuram,Kanchipuram Isro,12.8333,79.7017,26.0,2026-09-17,03:15:00,62.0,2026-09-16,03:15:00,2026-09-17 03:34:05,26.850000000000023,Zone 4,40.91,Zone 4,26.24,Zone 4,39.76,Zone 4,31.54,Zone 4,51.5,Zone 5,36.36,Zone 4,60.14,Zone 5,40.91,Zone 4,62.54,Zone 5
Tamil Nadu,Kanchipuram,Lmois  Kolapakkam,13.0,80.1333,30.6,2026-09-17,03:15:00,85.0,2026-09-16,03:15:00,2026-09-17 03:34:05,43.85000000000002,Zone 5,67.1,Zone 5,39.54,Zone 5,66.2,Zone 5,60.48,Zone 5,68.39,Zone 5,64.42,Zone 5,70.83,Zone 6,67.1,Zone 5,74.28,Zone 6
Tamil Nadu,Kanchipuram,Sathyabama  University,12.8667,80.2,28.2,2026-09-17,03:15:00,99.0,2026-09-16,03:15:00,2026-09-17 03:34:05,37.950000000000045,Zone 5,66.03,Zone 5,34.57,Zone 4,65.09,Zone 5,58.63,Zone 5,67.45,Zone 5,63.15,Zone 5,69.17,Zone 5,66.03,Zone 5,72.35,Zone 6
Tamil Nadu,Kanyakumari,Neyyoor,8.1933,77.285,26.4,2026-09-17,02:45:00,96.0,2026-09-16,02:45:00,2026-09-17 03:34:05,30.55000000000001,Zone 4,62.69,Zone 5,29.97,Zone 4,61.63,Zone 5,39.45,Zone 5,64.52,Zone 5,59.15,Zone 5,66.63,Zone 5,62.69,Zone 5,68.26,Zone 5
Tamil Nadu,Kanyakumari,Thirupathisaram Amfu,8.2103,77.4524,26.6,2026-09-17,03:15:00,93.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.55000000000001,Zone 4,62.03,Zone 5,29.6,Zone 4,60.96,Zone 5,36.86,Zone 4,63.95,Zone 5,56.67,Zone 5,66.14,Zone 5,62.03,Zone 5,67.82,Zone 5
Tamil Nadu,Karur,Kadavur(Taluk Office),10.714,78.2413,27.8,2026-09-17,02:45:00,69.0,2026-09-16,02:45:00,2026-09-17 03:34:05,30.05000000000001,Zone 4,58.46,Zone 5,29.79,Zone 4,54.2,Zone 5,35.75,Zone 4,61.19,Zone 5,41.59,Zone 5,63.74,Zone 5,58.46,Zone 5,65.71,Zone 5
Tamil Nadu,Krishnagiri,Denkanikottai,12.52,77.79,20.8,2026-09-17,03:15:00,92.0,2026-09-16,03:15:00,2026-09-17 03:34:05,22.05000000000001,Zone 3,36.65,Zone 4,21.65,Zone 3,35.47,Zone 4,26.66,Zone 4,46.17,Zone 5,31.79,Zone 4,58.98,Zone 5,36.65,Zone 4,61.54,Zone 5
Tamil Nadu,Krishnagiri,Hosur,12.7183,77.8267,21.2,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Mayiladuthurai,Mayiladuthurai,11.1008,79.6824,27.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Nagapattinam,Mo Nagapattinam Campus,10.7569,79.8465,28.9,2026-09-17,03:00:00,79.0,2026-09-16,03:00:00,2026-09-17 03:34:05,33.650000000000034,Zone 4,63.0,Zone 5,33.19,Zone 4,61.96,Zone 5,41.07,Zone 5,64.8,Zone 5,59.52,Zone 5,66.87,Zone 5,63.0,Zone 5,68.47,Zone 5
Tamil Nadu,Nagapattinam,Vedharanyam,10.3861,79.8498,27.9,2026-09-17,03:15:00,82.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.950000000000045,Zone 4,62.06,Zone 5,31.42,Zone 4,60.99,Zone 5,38.33,Zone 4,63.98,Zone 5,56.8,Zone 5,66.16,Zone 5,62.06,Zone 5,67.84,Zone 5
Tamil Nadu,Ramanathapuram,Ramnadu Kvk,9.3462,78.8981,28.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Ranipet,Kalavai,12.8117,79.4617,26.6,2026-09-17,03:15:00,89.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.05000000000001,Zone 4,61.15,Zone 5,29.16,Zone 4,60.05,Zone 5,36.08,Zone 4,63.17,Zone 5,52.52,Zone 5,65.46,Zone 5,61.15,Zone 5,67.23,Zone 5
Tamil Nadu,Ranipet,Ranipet,13.0162,79.7763,26.4,2026-09-17,03:15:00,97.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.650000000000034,Zone 4,62.91,Zone 5,30.09,Zone 4,61.85,Zone 5,40.58,Zone 5,64.71,Zone 5,59.41,Zone 5,66.8,Zone 5,62.91,Zone 5,68.4,Zone 5
Tamil Nadu,Salem,Govt Hss Mettur,11.7918,77.8,24.5,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,27.05000000000001,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Tamil Nadu,Salem,Sandhiyur Kvk,11.5679,78.1403,23.8,2026-09-17,03:15:00,100.0,2026-09-16,03:15:00,2026-09-17 03:34:05,25.75,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Tamil Nadu,Salem,Vazhapadi,11.65,78.39,23.6,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Sivaganga,Sethu Bhaskar Agri College Kar,9.96012,78.7439,27.4,2026-09-17,03:15:00,91.0,2026-09-16,03:15:00,2026-09-17 03:34:05,32.150000000000034,Zone 4,63.32,Zone 5,31.62,Zone 4,62.28,Zone 5,42.83,Zone 5,65.08,Zone 5,59.9,Zone 5,67.11,Zone 5,63.32,Zone 5,68.68,Zone 5
Tamil Nadu,Tenkasi,Tenkasi,8.97243,77.3032,27.4,2026-09-17,03:15:00,80.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.650000000000034,Zone 4,60.75,Zone 5,30.12,Zone 4,59.65,Zone 5,36.71,Zone 4,62.83,Zone 5,50.58,Zone 5,65.17,Zone 5,60.75,Zone 5,66.97,Zone 5
Tamil Nadu,The Nilgiris,Coonoor,11.36,76.805,16.6,2026-09-17,03:15:00,93.0,2026-09-16,03:15:00,2026-09-17 03:34:05,16.950000000000045,Zone 3,30.43,Zone 4,15.95,Zone 3,29.62,Zone 4,22.52,Zone 3,33.83,Zone 4,26.13,Zone 4,38.7,Zone 5,30.43,Zone 4,50.87,Zone 5
Tamil Nadu,Thoothukudi,Thiruchendur,8.5083,78.1217,28.0,2026-09-17,03:15:00,75.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.150000000000034,Zone 4,60.35,Zone 5,30.48,Zone 4,59.25,Zone 5,36.84,Zone 4,62.49,Zone 5,48.65,Zone 5,64.87,Zone 5,60.35,Zone 5,66.71,Zone 5
Tamil Nadu,Thoothukudi,Tuticorin Airport,8.72593,78.0279,28.3,2026-09-17,03:00:00,68.0,2026-09-16,03:00:00,2026-09-17 03:34:05,30.850000000000023,Zone 4,59.38,Zone 5,30.54,Zone 4,56.29,Zone 5,36.55,Zone 4,61.65,Zone 5,43.99,Zone 5,64.14,Zone 5,59.38,Zone 5,66.07,Zone 5
Tamil Nadu,Tiruchirappalli,Thuvakudi Isro,10.750757,78.827776,26.8,2026-09-17,03:15:00,81.0,2026-09-16,03:15:00,2026-09-17 03:34:05,29.55000000000001,Zone 4,60.16,Zone 5,29.28,Zone 4,59.04,Zone 5,35.78,Zone 4,62.31,Zone 5,47.68,Zone 5,64.72,Zone 5,60.16,Zone 5,66.58,Zone 5
Tamil Nadu,Tirunelveli,Radhapuram,8.2669,77.6689,28.2,2026-09-17,03:15:00,75.0,2026-09-16,03:15:00,2026-09-17 03:34:05,31.55000000000001,Zone 4,60.35,Zone 5,30.48,Zone 4,59.25,Zone 5,36.84,Zone 4,62.49,Zone 5,48.65,Zone 5,64.87,Zone 5,60.35,Zone 5,66.71,Zone 5
Tamil Nadu,Tirunelveli,Tirunelveli,8.745,77.7117,27.4,2026-09-17,03:15:00,76.0,2026-09-16,03:15:00,2026-09-17 03:34:05,30.150000000000034,Zone 4,59.79,Zone 5,29.67,Zone 4,57.79,Zone 5,35.97,Zone 4,61.99,Zone 5,45.89,Zone 5,64.44,Zone 5,59.79,Zone 5,66.33,Zone 5
Tamil Nadu,Tirupattur,Tirupattur Collectoroffice,12.5002,78.5662,24.8,2026-09-17,03:15:00,,,,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,Tirupattur,Vaniyambadi,12.6833,78.6167,32.6,2026-09-17,03:15:00,65.0,2026-09-16,03:15:00,2026-09-17 03:34:05,39.650000000000034,Zone 4,64.91,Zone 5,38.63,Zone 4,63.94,Zone 5,52.28,Zone 5,66.48,Zone 5,61.8,Zone 5,68.32,Zone 5,64.91,Zone 5,70.36,Zone 6
Tamil Nadu,Tirupattur,Yelagiri Hill,,,,,,60.0,2026-09-16,02:30:00,2026-09-17 03:34:05,,,,,,,,,,,,,,,,,,,,
